Sexo	Provincias	Municipios	Edad (grupos quinquenales)	Periodo	Total
Total	28 Madrid	28120 Rascafría	De 90 a 94 años  	1 de enero de 2022	26
Total	28 Madrid	28120 Rascafría	De 95 a 99 años  	1 de enero de 2022	8
Total	28 Madrid	28120 Rascafría	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28121 Redueña	De 65 a 69 años	1 de enero de 2022	14
Total	28 Madrid	28121 Redueña	De 70 a 74 años  	1 de enero de 2022	6
Total	28 Madrid	28121 Redueña	De 75 a 79 años  	1 de enero de 2022	19
Total	28 Madrid	28121 Redueña	De 80 a 84 años  	1 de enero de 2022	10
Total	28 Madrid	28121 Redueña	De 85 a 89 años  	1 de enero de 2022	7
Total	28 Madrid	28121 Redueña	De 90 a 94 años  	1 de enero de 2022	0
Total	28 Madrid	28121 Redueña	De 95 a 99 años  	1 de enero de 2022	0
Total	28 Madrid	28121 Redueña	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28122 Ribatejada	De 65 a 69 años	1 de enero de 2022	45
Total	28 Madrid	28122 Ribatejada	De 70 a 74 años  	1 de enero de 2022	23
Total	28 Madrid	28122 Ribatejada	De 75 a 79 años  	1 de enero de 2022	26
Total	28 Madrid	28122 Ribatejada	De 80 a 84 años  	1 de enero de 2022	20
Total	28 Madrid	28122 Ribatejada	De 85 a 89 años  	1 de enero de 2022	17
Total	28 Madrid	28122 Ribatejada	De 90 a 94 años  	1 de enero de 2022	13
Total	28 Madrid	28122 Ribatejada	De 95 a 99 años  	1 de enero de 2022	3
Total	28 Madrid	28122 Ribatejada	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 65 a 69 años	1 de enero de 2022	3.829
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 70 a 74 años  	1 de enero de 2022	2.243
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 75 a 79 años  	1 de enero de 2022	1.176
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 80 a 84 años  	1 de enero de 2022	664
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 85 a 89 años  	1 de enero de 2022	604
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 90 a 94 años  	1 de enero de 2022	286
Total	28 Madrid	28123 Rivas-Vaciamadrid	De 95 a 99 años  	1 de enero de 2022	73
Total	28 Madrid	28123 Rivas-Vaciamadrid	100 y más años	1 de enero de 2022	5
Total	28 Madrid	28124 Robledillo de la Jara	De 65 a 69 años	1 de enero de 2022	6
Total	28 Madrid	28124 Robledillo de la Jara	De 70 a 74 años  	1 de enero de 2022	8
Total	28 Madrid	28124 Robledillo de la Jara	De 75 a 79 años  	1 de enero de 2022	3
Total	28 Madrid	28124 Robledillo de la Jara	De 80 a 84 años  	1 de enero de 2022	5
Total	28 Madrid	28124 Robledillo de la Jara	De 85 a 89 años  	1 de enero de 2022	4
Total	28 Madrid	28124 Robledillo de la Jara	De 90 a 94 años  	1 de enero de 2022	4
Total	28 Madrid	28124 Robledillo de la Jara	De 95 a 99 años  	1 de enero de 2022	1
Total	28 Madrid	28124 Robledillo de la Jara	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28125 Robledo de Chavela	De 65 a 69 años	1 de enero de 2022	262
Total	28 Madrid	28125 Robledo de Chavela	De 70 a 74 años  	1 de enero de 2022	212
Total	28 Madrid	28125 Robledo de Chavela	De 75 a 79 años  	1 de enero de 2022	169
Total	28 Madrid	28125 Robledo de Chavela	De 80 a 84 años  	1 de enero de 2022	109
Total	28 Madrid	28125 Robledo de Chavela	De 85 a 89 años  	1 de enero de 2022	89
Total	28 Madrid	28125 Robledo de Chavela	De 90 a 94 años  	1 de enero de 2022	41
Total	28 Madrid	28125 Robledo de Chavela	De 95 a 99 años  	1 de enero de 2022	13
Total	28 Madrid	28125 Robledo de Chavela	100 y más años	1 de enero de 2022	4
Total	28 Madrid	28126 Robregordo	De 65 a 69 años	1 de enero de 2022	3
Total	28 Madrid	28126 Robregordo	De 70 a 74 años  	1 de enero de 2022	5
Total	28 Madrid	28126 Robregordo	De 75 a 79 años  	1 de enero de 2022	4
Total	28 Madrid	28126 Robregordo	De 80 a 84 años  	1 de enero de 2022	2
Total	28 Madrid	28126 Robregordo	De 85 a 89 años  	1 de enero de 2022	8
Total	28 Madrid	28126 Robregordo	De 90 a 94 años  	1 de enero de 2022	1
Total	28 Madrid	28126 Robregordo	De 95 a 99 años  	1 de enero de 2022	0
Total	28 Madrid	28126 Robregordo	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28127 Rozas de Madrid, Las	De 65 a 69 años	1 de enero de 2022	4.339
Total	28 Madrid	28127 Rozas de Madrid, Las	De 70 a 74 años  	1 de enero de 2022	3.810
Total	28 Madrid	28127 Rozas de Madrid, Las	De 75 a 79 años  	1 de enero de 2022	2.666
Total	28 Madrid	28127 Rozas de Madrid, Las	De 80 a 84 años  	1 de enero de 2022	1.495
Total	28 Madrid	28127 Rozas de Madrid, Las	De 85 a 89 años  	1 de enero de 2022	1.037
Total	28 Madrid	28127 Rozas de Madrid, Las	De 90 a 94 años  	1 de enero de 2022	591
Total	28 Madrid	28127 Rozas de Madrid, Las	De 95 a 99 años  	1 de enero de 2022	189
Total	28 Madrid	28127 Rozas de Madrid, Las	100 y más años	1 de enero de 2022	32
Total	28 Madrid	28128 Rozas de Puerto Real	De 65 a 69 años	1 de enero de 2022	27
Total	28 Madrid	28128 Rozas de Puerto Real	De 70 a 74 años  	1 de enero de 2022	37
Total	28 Madrid	28128 Rozas de Puerto Real	De 75 a 79 años  	1 de enero de 2022	30
Total	28 Madrid	28128 Rozas de Puerto Real	De 80 a 84 años  	1 de enero de 2022	36
Total	28 Madrid	28128 Rozas de Puerto Real	De 85 a 89 años  	1 de enero de 2022	19
Total	28 Madrid	28128 Rozas de Puerto Real	De 90 a 94 años  	1 de enero de 2022	13
Total	28 Madrid	28128 Rozas de Puerto Real	De 95 a 99 años  	1 de enero de 2022	4
Total	28 Madrid	28128 Rozas de Puerto Real	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28129 San Agustín del Guadalix	De 65 a 69 años	1 de enero de 2022	497
Total	28 Madrid	28129 San Agustín del Guadalix	De 70 a 74 años  	1 de enero de 2022	361
Total	28 Madrid	28129 San Agustín del Guadalix	De 75 a 79 años  	1 de enero de 2022	274
Total	28 Madrid	28129 San Agustín del Guadalix	De 80 a 84 años  	1 de enero de 2022	163
Total	28 Madrid	28129 San Agustín del Guadalix	De 85 a 89 años  	1 de enero de 2022	136
Total	28 Madrid	28129 San Agustín del Guadalix	De 90 a 94 años  	1 de enero de 2022	55
Total	28 Madrid	28129 San Agustín del Guadalix	De 95 a 99 años  	1 de enero de 2022	21
Total	28 Madrid	28129 San Agustín del Guadalix	100 y más años	1 de enero de 2022	7
Total	28 Madrid	28130 San Fernando de Henares	De 65 a 69 años	1 de enero de 2022	2.410
Total	28 Madrid	28130 San Fernando de Henares	De 70 a 74 años  	1 de enero de 2022	1.469
Total	28 Madrid	28130 San Fernando de Henares	De 75 a 79 años  	1 de enero de 2022	959
Total	28 Madrid	28130 San Fernando de Henares	De 80 a 84 años  	1 de enero de 2022	644
Total	28 Madrid	28130 San Fernando de Henares	De 85 a 89 años  	1 de enero de 2022	516
Total	28 Madrid	28130 San Fernando de Henares	De 90 a 94 años  	1 de enero de 2022	238
Total	28 Madrid	28130 San Fernando de Henares	De 95 a 99 años  	1 de enero de 2022	60
Total	28 Madrid	28130 San Fernando de Henares	100 y más años	1 de enero de 2022	7
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 65 a 69 años	1 de enero de 2022	925
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 70 a 74 años  	1 de enero de 2022	807
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 75 a 79 años  	1 de enero de 2022	589
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 80 a 84 años  	1 de enero de 2022	437
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 85 a 89 años  	1 de enero de 2022	362
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 90 a 94 años  	1 de enero de 2022	198
Total	28 Madrid	28131 San Lorenzo de El Escorial	De 95 a 99 años  	1 de enero de 2022	51
Total	28 Madrid	28131 San Lorenzo de El Escorial	100 y más años	1 de enero de 2022	13
Total	28 Madrid	28132 San Martín de la Vega	De 65 a 69 años	1 de enero de 2022	690
Total	28 Madrid	28132 San Martín de la Vega	De 70 a 74 años  	1 de enero de 2022	515
Total	28 Madrid	28132 San Martín de la Vega	De 75 a 79 años  	1 de enero de 2022	379
Total	28 Madrid	28132 San Martín de la Vega	De 80 a 84 años  	1 de enero de 2022	263
Total	28 Madrid	28132 San Martín de la Vega	De 85 a 89 años  	1 de enero de 2022	188
Total	28 Madrid	28132 San Martín de la Vega	De 90 a 94 años  	1 de enero de 2022	83
Total	28 Madrid	28132 San Martín de la Vega	De 95 a 99 años  	1 de enero de 2022	22
Total	28 Madrid	28132 San Martín de la Vega	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 65 a 69 años	1 de enero de 2022	471
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 70 a 74 años  	1 de enero de 2022	389
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 75 a 79 años  	1 de enero de 2022	309
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 80 a 84 años  	1 de enero de 2022	247
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 85 a 89 años  	1 de enero de 2022	206
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 90 a 94 años  	1 de enero de 2022	123
Total	28 Madrid	28133 San Martín de Valdeiglesias	De 95 a 99 años  	1 de enero de 2022	41
Total	28 Madrid	28133 San Martín de Valdeiglesias	100 y más años	1 de enero de 2022	3
Total	28 Madrid	28134 San Sebastián de los Reyes	De 65 a 69 años	1 de enero de 2022	4.289
Total	28 Madrid	28134 San Sebastián de los Reyes	De 70 a 74 años  	1 de enero de 2022	3.937
Total	28 Madrid	28134 San Sebastián de los Reyes	De 75 a 79 años  	1 de enero de 2022	2.651
Total	28 Madrid	28134 San Sebastián de los Reyes	De 80 a 84 años  	1 de enero de 2022	1.497
Total	28 Madrid	28134 San Sebastián de los Reyes	De 85 a 89 años  	1 de enero de 2022	959
Total	28 Madrid	28134 San Sebastián de los Reyes	De 90 a 94 años  	1 de enero de 2022	430
Total	28 Madrid	28134 San Sebastián de los Reyes	De 95 a 99 años  	1 de enero de 2022	107
Total	28 Madrid	28134 San Sebastián de los Reyes	100 y más años	1 de enero de 2022	14
Total	28 Madrid	28135 Santa María de la Alameda	De 65 a 69 años	1 de enero de 2022	96
Total	28 Madrid	28135 Santa María de la Alameda	De 70 a 74 años  	1 de enero de 2022	77
Total	28 Madrid	28135 Santa María de la Alameda	De 75 a 79 años  	1 de enero de 2022	37
Total	28 Madrid	28135 Santa María de la Alameda	De 80 a 84 años  	1 de enero de 2022	33
Total	28 Madrid	28135 Santa María de la Alameda	De 85 a 89 años  	1 de enero de 2022	28
Total	28 Madrid	28135 Santa María de la Alameda	De 90 a 94 años  	1 de enero de 2022	13
Total	28 Madrid	28135 Santa María de la Alameda	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28135 Santa María de la Alameda	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28136 Santorcaz	De 65 a 69 años	1 de enero de 2022	45
Total	28 Madrid	28136 Santorcaz	De 70 a 74 años  	1 de enero de 2022	37
Total	28 Madrid	28136 Santorcaz	De 75 a 79 años  	1 de enero de 2022	37
Total	28 Madrid	28136 Santorcaz	De 80 a 84 años  	1 de enero de 2022	28
Total	28 Madrid	28136 Santorcaz	De 85 a 89 años  	1 de enero de 2022	21
Total	28 Madrid	28136 Santorcaz	De 90 a 94 años  	1 de enero de 2022	9
Total	28 Madrid	28136 Santorcaz	De 95 a 99 años  	1 de enero de 2022	0
Total	28 Madrid	28136 Santorcaz	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28137 Santos de la Humosa, Los	De 65 a 69 años	1 de enero de 2022	83
Total	28 Madrid	28137 Santos de la Humosa, Los	De 70 a 74 años  	1 de enero de 2022	69
Total	28 Madrid	28137 Santos de la Humosa, Los	De 75 a 79 años  	1 de enero de 2022	73
Total	28 Madrid	28137 Santos de la Humosa, Los	De 80 a 84 años  	1 de enero de 2022	44
Total	28 Madrid	28137 Santos de la Humosa, Los	De 85 a 89 años  	1 de enero de 2022	24
Total	28 Madrid	28137 Santos de la Humosa, Los	De 90 a 94 años  	1 de enero de 2022	8
Total	28 Madrid	28137 Santos de la Humosa, Los	De 95 a 99 años  	1 de enero de 2022	4
Total	28 Madrid	28137 Santos de la Humosa, Los	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28138 Serna del Monte, La	De 65 a 69 años	1 de enero de 2022	9
Total	28 Madrid	28138 Serna del Monte, La	De 70 a 74 años  	1 de enero de 2022	4
Total	28 Madrid	28138 Serna del Monte, La	De 75 a 79 años  	1 de enero de 2022	1
Total	28 Madrid	28138 Serna del Monte, La	De 80 a 84 años  	1 de enero de 2022	1
Total	28 Madrid	28138 Serna del Monte, La	De 85 a 89 años  	1 de enero de 2022	1
Total	28 Madrid	28138 Serna del Monte, La	De 90 a 94 años  	1 de enero de 2022	0
Total	28 Madrid	28138 Serna del Monte, La	De 95 a 99 años  	1 de enero de 2022	0
Total	28 Madrid	28138 Serna del Monte, La	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28140 Serranillos del Valle	De 65 a 69 años	1 de enero de 2022	169
Total	28 Madrid	28140 Serranillos del Valle	De 70 a 74 años  	1 de enero de 2022	124
Total	28 Madrid	28140 Serranillos del Valle	De 75 a 79 años  	1 de enero de 2022	102
Total	28 Madrid	28140 Serranillos del Valle	De 80 a 84 años  	1 de enero de 2022	66
Total	28 Madrid	28140 Serranillos del Valle	De 85 a 89 años  	1 de enero de 2022	39
Total	28 Madrid	28140 Serranillos del Valle	De 90 a 94 años  	1 de enero de 2022	35
Total	28 Madrid	28140 Serranillos del Valle	De 95 a 99 años  	1 de enero de 2022	9
Total	28 Madrid	28140 Serranillos del Valle	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28141 Sevilla la Nueva	De 65 a 69 años	1 de enero de 2022	311
Total	28 Madrid	28141 Sevilla la Nueva	De 70 a 74 años  	1 de enero de 2022	276
Total	28 Madrid	28141 Sevilla la Nueva	De 75 a 79 años  	1 de enero de 2022	227
Total	28 Madrid	28141 Sevilla la Nueva	De 80 a 84 años  	1 de enero de 2022	123
Total	28 Madrid	28141 Sevilla la Nueva	De 85 a 89 años  	1 de enero de 2022	133
Total	28 Madrid	28141 Sevilla la Nueva	De 90 a 94 años  	1 de enero de 2022	66
Total	28 Madrid	28141 Sevilla la Nueva	De 95 a 99 años  	1 de enero de 2022	26
Total	28 Madrid	28141 Sevilla la Nueva	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28143 Somosierra	De 65 a 69 años	1 de enero de 2022	6
Total	28 Madrid	28143 Somosierra	De 70 a 74 años  	1 de enero de 2022	3
Total	28 Madrid	28143 Somosierra	De 75 a 79 años  	1 de enero de 2022	3
Total	28 Madrid	28143 Somosierra	De 80 a 84 años  	1 de enero de 2022	1
Total	28 Madrid	28143 Somosierra	De 85 a 89 años  	1 de enero de 2022	3
Total	28 Madrid	28143 Somosierra	De 90 a 94 años  	1 de enero de 2022	3
Total	28 Madrid	28143 Somosierra	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28143 Somosierra	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28144 Soto del Real	De 65 a 69 años	1 de enero de 2022	434
Total	28 Madrid	28144 Soto del Real	De 70 a 74 años  	1 de enero de 2022	381
Total	28 Madrid	28144 Soto del Real	De 75 a 79 años  	1 de enero de 2022	281
Total	28 Madrid	28144 Soto del Real	De 80 a 84 años  	1 de enero de 2022	180
Total	28 Madrid	28144 Soto del Real	De 85 a 89 años  	1 de enero de 2022	174
Total	28 Madrid	28144 Soto del Real	De 90 a 94 años  	1 de enero de 2022	83
Total	28 Madrid	28144 Soto del Real	De 95 a 99 años  	1 de enero de 2022	23
Total	28 Madrid	28144 Soto del Real	100 y más años	1 de enero de 2022	3
Total	28 Madrid	28145 Talamanca de Jarama	De 65 a 69 años	1 de enero de 2022	149
Total	28 Madrid	28145 Talamanca de Jarama	De 70 a 74 años  	1 de enero de 2022	145
Total	28 Madrid	28145 Talamanca de Jarama	De 75 a 79 años  	1 de enero de 2022	116
Total	28 Madrid	28145 Talamanca de Jarama	De 80 a 84 años  	1 de enero de 2022	62
Total	28 Madrid	28145 Talamanca de Jarama	De 85 a 89 años  	1 de enero de 2022	56
Total	28 Madrid	28145 Talamanca de Jarama	De 90 a 94 años  	1 de enero de 2022	30
Total	28 Madrid	28145 Talamanca de Jarama	De 95 a 99 años  	1 de enero de 2022	10
Total	28 Madrid	28145 Talamanca de Jarama	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28146 Tielmes	De 65 a 69 años	1 de enero de 2022	107
Total	28 Madrid	28146 Tielmes	De 70 a 74 años  	1 de enero de 2022	101
Total	28 Madrid	28146 Tielmes	De 75 a 79 años  	1 de enero de 2022	90
Total	28 Madrid	28146 Tielmes	De 80 a 84 años  	1 de enero de 2022	73
Total	28 Madrid	28146 Tielmes	De 85 a 89 años  	1 de enero de 2022	64
Total	28 Madrid	28146 Tielmes	De 90 a 94 años  	1 de enero de 2022	29
Total	28 Madrid	28146 Tielmes	De 95 a 99 años  	1 de enero de 2022	9
Total	28 Madrid	28146 Tielmes	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28147 Titulcia	De 65 a 69 años	1 de enero de 2022	62
Total	28 Madrid	28147 Titulcia	De 70 a 74 años  	1 de enero de 2022	51
Total	28 Madrid	28147 Titulcia	De 75 a 79 años  	1 de enero de 2022	55
Total	28 Madrid	28147 Titulcia	De 80 a 84 años  	1 de enero de 2022	36
Total	28 Madrid	28147 Titulcia	De 85 a 89 años  	1 de enero de 2022	24
Total	28 Madrid	28147 Titulcia	De 90 a 94 años  	1 de enero de 2022	10
Total	28 Madrid	28147 Titulcia	De 95 a 99 años  	1 de enero de 2022	1
Total	28 Madrid	28147 Titulcia	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28148 Torrejón de Ardoz	De 65 a 69 años	1 de enero de 2022	6.697
Total	28 Madrid	28148 Torrejón de Ardoz	De 70 a 74 años  	1 de enero de 2022	5.876
Total	28 Madrid	28148 Torrejón de Ardoz	De 75 a 79 años  	1 de enero de 2022	3.856
Total	28 Madrid	28148 Torrejón de Ardoz	De 80 a 84 años  	1 de enero de 2022	2.203
Total	28 Madrid	28148 Torrejón de Ardoz	De 85 a 89 años  	1 de enero de 2022	1.444
Total	28 Madrid	28148 Torrejón de Ardoz	De 90 a 94 años  	1 de enero de 2022	649
Total	28 Madrid	28148 Torrejón de Ardoz	De 95 a 99 años  	1 de enero de 2022	157
Total	28 Madrid	28148 Torrejón de Ardoz	100 y más años	1 de enero de 2022	22
Total	28 Madrid	28149 Torrejón de la Calzada	De 65 a 69 años	1 de enero de 2022	412
Total	28 Madrid	28149 Torrejón de la Calzada	De 70 a 74 años  	1 de enero de 2022	303
Total	28 Madrid	28149 Torrejón de la Calzada	De 75 a 79 años  	1 de enero de 2022	179
Total	28 Madrid	28149 Torrejón de la Calzada	De 80 a 84 años  	1 de enero de 2022	99
Total	28 Madrid	28149 Torrejón de la Calzada	De 85 a 89 años  	1 de enero de 2022	70
Total	28 Madrid	28149 Torrejón de la Calzada	De 90 a 94 años  	1 de enero de 2022	32
Total	28 Madrid	28149 Torrejón de la Calzada	De 95 a 99 años  	1 de enero de 2022	6
Total	28 Madrid	28149 Torrejón de la Calzada	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28150 Torrejón de Velasco	De 65 a 69 años	1 de enero de 2022	203
Total	28 Madrid	28150 Torrejón de Velasco	De 70 a 74 años  	1 de enero de 2022	158
Total	28 Madrid	28150 Torrejón de Velasco	De 75 a 79 años  	1 de enero de 2022	100
Total	28 Madrid	28150 Torrejón de Velasco	De 80 a 84 años  	1 de enero de 2022	64
Total	28 Madrid	28150 Torrejón de Velasco	De 85 a 89 años  	1 de enero de 2022	73
Total	28 Madrid	28150 Torrejón de Velasco	De 90 a 94 años  	1 de enero de 2022	19
Total	28 Madrid	28150 Torrejón de Velasco	De 95 a 99 años  	1 de enero de 2022	6
Total	28 Madrid	28150 Torrejón de Velasco	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28151 Torrelaguna	De 65 a 69 años	1 de enero de 2022	237
Total	28 Madrid	28151 Torrelaguna	De 70 a 74 años  	1 de enero de 2022	181
Total	28 Madrid	28151 Torrelaguna	De 75 a 79 años  	1 de enero de 2022	139
Total	28 Madrid	28151 Torrelaguna	De 80 a 84 años  	1 de enero de 2022	108
Total	28 Madrid	28151 Torrelaguna	De 85 a 89 años  	1 de enero de 2022	83
Total	28 Madrid	28151 Torrelaguna	De 90 a 94 años  	1 de enero de 2022	66
Total	28 Madrid	28151 Torrelaguna	De 95 a 99 años  	1 de enero de 2022	20
Total	28 Madrid	28151 Torrelaguna	100 y más años	1 de enero de 2022	3
Total	28 Madrid	28152 Torrelodones	De 65 a 69 años	1 de enero de 2022	1.092
Total	28 Madrid	28152 Torrelodones	De 70 a 74 años  	1 de enero de 2022	839
Total	28 Madrid	28152 Torrelodones	De 75 a 79 años  	1 de enero de 2022	617
Total	28 Madrid	28152 Torrelodones	De 80 a 84 años  	1 de enero de 2022	429
Total	28 Madrid	28152 Torrelodones	De 85 a 89 años  	1 de enero de 2022	320
Total	28 Madrid	28152 Torrelodones	De 90 a 94 años  	1 de enero de 2022	166
Total	28 Madrid	28152 Torrelodones	De 95 a 99 años  	1 de enero de 2022	47
Total	28 Madrid	28152 Torrelodones	100 y más años	1 de enero de 2022	12
Total	28 Madrid	28153 Torremocha de Jarama	De 65 a 69 años	1 de enero de 2022	63
Total	28 Madrid	28153 Torremocha de Jarama	De 70 a 74 años  	1 de enero de 2022	52
Total	28 Madrid	28153 Torremocha de Jarama	De 75 a 79 años  	1 de enero de 2022	54
Total	28 Madrid	28153 Torremocha de Jarama	De 80 a 84 años  	1 de enero de 2022	48
Total	28 Madrid	28153 Torremocha de Jarama	De 85 a 89 años  	1 de enero de 2022	46
Total	28 Madrid	28153 Torremocha de Jarama	De 90 a 94 años  	1 de enero de 2022	31
Total	28 Madrid	28153 Torremocha de Jarama	De 95 a 99 años  	1 de enero de 2022	18
Total	28 Madrid	28153 Torremocha de Jarama	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28154 Torres de la Alameda	De 65 a 69 años	1 de enero de 2022	374
Total	28 Madrid	28154 Torres de la Alameda	De 70 a 74 años  	1 de enero de 2022	240
Total	28 Madrid	28154 Torres de la Alameda	De 75 a 79 años  	1 de enero de 2022	194
Total	28 Madrid	28154 Torres de la Alameda	De 80 a 84 años  	1 de enero de 2022	119
Total	28 Madrid	28154 Torres de la Alameda	De 85 a 89 años  	1 de enero de 2022	134
Total	28 Madrid	28154 Torres de la Alameda	De 90 a 94 años  	1 de enero de 2022	63
Total	28 Madrid	28154 Torres de la Alameda	De 95 a 99 años  	1 de enero de 2022	32
Total	28 Madrid	28154 Torres de la Alameda	100 y más años	1 de enero de 2022	6
Total	28 Madrid	28903 Tres Cantos	De 65 a 69 años	1 de enero de 2022	2.569
Total	28 Madrid	28903 Tres Cantos	De 70 a 74 años  	1 de enero de 2022	1.914
Total	28 Madrid	28903 Tres Cantos	De 75 a 79 años  	1 de enero de 2022	1.231
Total	28 Madrid	28903 Tres Cantos	De 80 a 84 años  	1 de enero de 2022	626
Total	28 Madrid	28903 Tres Cantos	De 85 a 89 años  	1 de enero de 2022	541
Total	28 Madrid	28903 Tres Cantos	De 90 a 94 años  	1 de enero de 2022	267
Total	28 Madrid	28903 Tres Cantos	De 95 a 99 años  	1 de enero de 2022	98
Total	28 Madrid	28903 Tres Cantos	100 y más años	1 de enero de 2022	16
Total	28 Madrid	28155 Valdaracete	De 65 a 69 años	1 de enero de 2022	33
Total	28 Madrid	28155 Valdaracete	De 70 a 74 años  	1 de enero de 2022	38
Total	28 Madrid	28155 Valdaracete	De 75 a 79 años  	1 de enero de 2022	23
Total	28 Madrid	28155 Valdaracete	De 80 a 84 años  	1 de enero de 2022	17
Total	28 Madrid	28155 Valdaracete	De 85 a 89 años  	1 de enero de 2022	26
Total	28 Madrid	28155 Valdaracete	De 90 a 94 años  	1 de enero de 2022	12
Total	28 Madrid	28155 Valdaracete	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28155 Valdaracete	100 y más años	1 de enero de 2022	1
Total	28 Madrid	28156 Valdeavero	De 65 a 69 años	1 de enero de 2022	78
Total	28 Madrid	28156 Valdeavero	De 70 a 74 años  	1 de enero de 2022	67
Total	28 Madrid	28156 Valdeavero	De 75 a 79 años  	1 de enero de 2022	41
Total	28 Madrid	28156 Valdeavero	De 80 a 84 años  	1 de enero de 2022	26
Total	28 Madrid	28156 Valdeavero	De 85 a 89 años  	1 de enero de 2022	22
Total	28 Madrid	28156 Valdeavero	De 90 a 94 años  	1 de enero de 2022	7
Total	28 Madrid	28156 Valdeavero	De 95 a 99 años  	1 de enero de 2022	4
Total	28 Madrid	28156 Valdeavero	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28157 Valdelaguna	De 65 a 69 años	1 de enero de 2022	37
Total	28 Madrid	28157 Valdelaguna	De 70 a 74 años  	1 de enero de 2022	47
Total	28 Madrid	28157 Valdelaguna	De 75 a 79 años  	1 de enero de 2022	45
Total	28 Madrid	28157 Valdelaguna	De 80 a 84 años  	1 de enero de 2022	26
Total	28 Madrid	28157 Valdelaguna	De 85 a 89 años  	1 de enero de 2022	19
Total	28 Madrid	28157 Valdelaguna	De 90 a 94 años  	1 de enero de 2022	6
Total	28 Madrid	28157 Valdelaguna	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28157 Valdelaguna	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28158 Valdemanco	De 65 a 69 años	1 de enero de 2022	52
Total	28 Madrid	28158 Valdemanco	De 70 a 74 años  	1 de enero de 2022	60
Total	28 Madrid	28158 Valdemanco	De 75 a 79 años  	1 de enero de 2022	49
Total	28 Madrid	28158 Valdemanco	De 80 a 84 años  	1 de enero de 2022	30
Total	28 Madrid	28158 Valdemanco	De 85 a 89 años  	1 de enero de 2022	22
Total	28 Madrid	28158 Valdemanco	De 90 a 94 años  	1 de enero de 2022	7
Total	28 Madrid	28158 Valdemanco	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28158 Valdemanco	100 y más años	1 de enero de 2022	2
Total	28 Madrid	28159 Valdemaqueda	De 65 a 69 años	1 de enero de 2022	48
Total	28 Madrid	28159 Valdemaqueda	De 70 a 74 años  	1 de enero de 2022	41
Total	28 Madrid	28159 Valdemaqueda	De 75 a 79 años  	1 de enero de 2022	41
Total	28 Madrid	28159 Valdemaqueda	De 80 a 84 años  	1 de enero de 2022	23
Total	28 Madrid	28159 Valdemaqueda	De 85 a 89 años  	1 de enero de 2022	18
Total	28 Madrid	28159 Valdemaqueda	De 90 a 94 años  	1 de enero de 2022	7
Total	28 Madrid	28159 Valdemaqueda	De 95 a 99 años  	1 de enero de 2022	2
Total	28 Madrid	28159 Valdemaqueda	100 y más años	1 de enero de 2022	0
Total	28 Madrid	28160 Valdemorillo	De 65 a 69 años	1 de enero de 2022	547
Total	28 Madrid	28160 Valdemorillo	De 70 a 74 años  	1 de enero de 2022	512
Total	28 Madrid	28160 Valdemorillo	De 75 a 79 años  	1 de enero de 2022	373
